brand,model,generation,production_start,production_end,body_type,provider
"ALUMINUM MODEL","A/U","","","","","nhtsa-vpic"
"ALUMINUM MODEL","AL*/UL","","","","","nhtsa-vpic"
"ALUMINUM MODEL","AL90DB","","","","","nhtsa-vpic"
"ALUMINUM MODEL","TA/TU","","","","","nhtsa-vpic"
"ALUMINUM MODEL","TA102","","","","","nhtsa-vpic"
"ALUMINUM MODEL","TAL*/TUL*","","","","","nhtsa-vpic"
"ALUMINUM MODEL","TIA/TIU","","","","","nhtsa-vpic"
"ALUMINUM MODEL","TIA102","","","","","nhtsa-vpic"
"ALVAREZ","ALVAREZ  REMOLQUE (TRAILER)","","","","","nhtsa-vpic"
"ALWAYS READY CART CARE LLC","ALWAYS READY CART CARE LLC","","","","","nhtsa-vpic"
"AM General","MV-1","","","","","nhtsa-vpic"
"AM MACHINERY INC.","AM MACHINERY INC.","","","","","nhtsa-vpic"
"AMAZE-N-TOW","AMAZE-N-TOW","","","","","nhtsa-vpic"
"AMBER WAVES INC.","AMBER WAVES INC.","","","","","nhtsa-vpic"
"AMBUSH OUTDOOR PRODUCTS","AMBUSH OUTDOOR PRODUCTS","","","","","nhtsa-vpic"
"AMC","AMC","","","","","nhtsa-vpic"
"AMC APARATOS MECANICOS DE CALIDAD","AMC APARATOS MECANICOS DE CALIDAD","","","","","nhtsa-vpic"
"AMD","F350A","","","","","nhtsa-vpic"
"AMD","Ranger X","","","","","nhtsa-vpic"
"AMEN CHASSIS WORKS","AMEN CHASSIS WORKS","","","","","nhtsa-vpic"
"AMERI-CAN ENGINEERING, INC.","AMERI-CAN ENGINEERING, INC.","","","","","nhtsa-vpic"
"AMERICA EV","1932 California Roadster","","","","","nhtsa-vpic"
"AMERICA EV","1939 Roadster","","","","","nhtsa-vpic"
"AMERICA EV","EV Luxe","","","","","nhtsa-vpic"
"AMERICA EV","EV Wagon","","","","","nhtsa-vpic"
"AMERICA EV","MOKEE","","","","","nhtsa-vpic"
"AMERICA EV","Other","","","","","nhtsa-vpic"
"AMERICAN CUSTOM TRAILERS","AMERICAN CUSTOM TRAILERS","","","","","nhtsa-vpic"
"AMERICAN DOZER INC.","AMERICAN DOZER INC.","","","","","nhtsa-vpic"
"AMERICAN INDUSTRIAL MANUFACTURING","AMERICAN INDUSTRIAL MANUFACTURING","","","","","nhtsa-vpic"
"AMERICAN MADE QUALITY ALUMINUM TRAILERS","AMERICAN MADE QUALITY ALUMINUM TRAILERS","","","","","nhtsa-vpic"
"AMERICAN MANUFACTURING SUPPORT","AMERICAN MANUFACTURING SUPPORT","","","","","nhtsa-vpic"
"AMERICAN NOMAD MANUFACTURING","AMERICAN NOMAD MANUFACTURING","","","","","nhtsa-vpic"
"AMERICAN PRODUCTS","AMERICAN PRODUCTS","","","","","nhtsa-vpic"
"AMERICAN Q-TEC","AMERICAN Q-TEC","","","","","nhtsa-vpic"
"AMERICAN QUANTUM CYCLES","QUANTUM","","","","","nhtsa-vpic"
"AMERICAN SUPERSTAR","AMERICAN SUPERSTAR","","","","","nhtsa-vpic"
"AMERICAN TRAILER SYSTEMS","AMERICAN TRAILER SYSTEMS","","","","","nhtsa-vpic"
"AMERICAN TRAILERS CO","AMERICAN TRAILERS CO","","","","","nhtsa-vpic"
"AMERICAN WARRIOR MOTORCYCLES","Kahn","","","","","nhtsa-vpic"
"AMERICAN WARRIOR MOTORCYCLES","Police Special","","","","","nhtsa-vpic"
"AMERICAN WARRIOR MOTORCYCLES","Special","","","","","nhtsa-vpic"
"AMERICAN WARRIOR MOTORCYCLES","Warrior","","","","","nhtsa-vpic"
"AMERITECH CORPORATION","F1","","","","","nhtsa-vpic"
"AMIDA","AMIDA","","","","","nhtsa-vpic"
"AMO","WZ0001","","","","","nhtsa-vpic"
"AMO","WZ0002","","","","","nhtsa-vpic"
"AMO","WZ0003","","","","","nhtsa-vpic"
"AMO","WZ0004","","","","","nhtsa-vpic"
"AMO","WZ0005","","","","","nhtsa-vpic"
"AMO","WZ0006","","","","","nhtsa-vpic"
"AMO","WZ0007","","","","","nhtsa-vpic"
"AMO","WZ0008","","","","","nhtsa-vpic"
"AMO","WZ0009","","","","","nhtsa-vpic"
"AMO","WZ0010","","","","","nhtsa-vpic"
"AMO","WZ0011","","","","","nhtsa-vpic"
"AMO","WZ0012","","","","","nhtsa-vpic"
"AMO","WZ0013","","","","","nhtsa-vpic"
"AMO","WZ0014","","","","","nhtsa-vpic"
"AMO","WZ0015","","","","","nhtsa-vpic"
"AMO","WZ0016","","","","","nhtsa-vpic"
"AMO","WZ0017","","","","","nhtsa-vpic"
"AMO","WZ0018","","","","","nhtsa-vpic"
"AMO","WZ0019","","","","","nhtsa-vpic"
"AMO","WZ0020","","","","","nhtsa-vpic"
"AMP Customs","AMP Customs","","","","","nhtsa-vpic"
"AMP Marine LLC","AMP Marine LLC","","","","","nhtsa-vpic"
"AMP Motor Vehicles","Plug in Electric","","","","","nhtsa-vpic"
"AMP Motor Vehicles","Plug in Hybrid Electric","","","","","nhtsa-vpic"
"AMPERE","AMPERE","","","","","nhtsa-vpic"
"AMPHI-RANGER","AMPHI-RANGER","","","","","nhtsa-vpic"
"AMS","Allen Manufacturing Systems Inc","","","","","nhtsa-vpic"
"AMS Global","AMS Global","","","","","nhtsa-vpic"
"AMW","AMW","","","","","nhtsa-vpic"
"AMW (Austin Motor Works, Inc)","Arc","","","","","nhtsa-vpic"
"AMX Trailers","AMX Trailers","","","","","nhtsa-vpic"
"ANAMNESIS CORPORATION","ANAMNESIS CORPORATION","","","","","nhtsa-vpic"
"ANCHI","ARMY","","","","","nhtsa-vpic"
"ANCHI","BOM","","","","","nhtsa-vpic"
"ANCHI","EAGLE","","","","","nhtsa-vpic"
"ANCHI","JIAOLONG","","","","","nhtsa-vpic"
"ANCHI","MONSTER","","","","","nhtsa-vpic"
"ANCHI","NAVY","","","","","nhtsa-vpic"
"ANCHI","NINJIA","","","","","nhtsa-vpic"
"ANCHI","ROBOT","","","","","nhtsa-vpic"
"ANCHI","UFO","","","","","nhtsa-vpic"
"ANCHI","WIND-3","","","","","nhtsa-vpic"
"ANTE","ANTE","","","","","nhtsa-vpic"
"AODES","AlpineCross","","","","","nhtsa-vpic"
"AODES","DesertCross","","","","","nhtsa-vpic"
"AODES","E-Bully","","","","","nhtsa-vpic"
"AODES","E-PathCross","","","","","nhtsa-vpic"
"AODES","E-ShuttleCross","","","","","nhtsa-vpic"
"AODES","E-Sierra","","","","","nhtsa-vpic"
"AODES","E-TrailCross","","","","","nhtsa-vpic"
"AODES","E-WorkCross","","","","","nhtsa-vpic"
"AODES","JungleCross","","","","","nhtsa-vpic"
"AODES","SiberiaCross","","","","","nhtsa-vpic"
"AODES","SportsCross","","","","","nhtsa-vpic"
"AODES","TrailCross","","","","","nhtsa-vpic"
"AODES","WorkCross","","","","","nhtsa-vpic"
"AP Trailers LLC","AP Trailers LLC","","","","","nhtsa-vpic"
"APA","APA","","","","","nhtsa-vpic"
"APACHE SINCA INDUSTRIES INC","APACHE SINCA INDUSTRIES INC","","","","","nhtsa-vpic"
"APC EQUIPMENT","APC EQUIPMENT","","","","","nhtsa-vpic"
"APEXMOTOR","APX1000D","","","","","nhtsa-vpic"
"APEXMOTOR","APX1200D","","","","","nhtsa-vpic"
"APEXMOTOR","APX125GY","","","","","nhtsa-vpic"
"APEXMOTOR","APX125YS","","","","","nhtsa-vpic"
"APEXMOTOR","APX1500D","","","","","nhtsa-vpic"
"APEXMOTOR","APX150GY","","","","","nhtsa-vpic"
"APEXMOTOR","APX150YS","","","","","nhtsa-vpic"
"APEXMOTOR","APX2000D","","","","","nhtsa-vpic"
"APEXMOTOR","APX200GY","","","","","nhtsa-vpic"
"APEXMOTOR","APX200YS","","","","","nhtsa-vpic"
"APEXMOTOR","APX250GY","","","","","nhtsa-vpic"
"APEXMOTOR","APX250YS","","","","","nhtsa-vpic"
"APEXMOTOR","APX3000D","","","","","nhtsa-vpic"
"APEXMOTOR","APX300GY","","","","","nhtsa-vpic"
"APEXMOTOR","APX300YS","","","","","nhtsa-vpic"
"APEXMOTOR","APX350D","","","","","nhtsa-vpic"
"APEXMOTOR","APX350GY","","","","","nhtsa-vpic"
"APEXMOTOR","APX350YS","","","","","nhtsa-vpic"
"APEXMOTOR","APX5000D","","","","","nhtsa-vpic"
"APEXMOTOR","APX500D","","","","","nhtsa-vpic"
"APEXMOTOR","APX500GY","","","","","nhtsa-vpic"
"APEXMOTOR","APX500YS","","","","","nhtsa-vpic"
"APEXMOTOR","APX6000D","","","","","nhtsa-vpic"
"APEXMOTOR","APX600YS","","","","","nhtsa-vpic"
"APEXMOTOR","APX700GY","","","","","nhtsa-vpic"
"APEXMOTOR","APX700YS","","","","","nhtsa-vpic"
"APEXMOTOR","APX800D","","","","","nhtsa-vpic"
"APEXMOTOR","APX800GY","","","","","nhtsa-vpic"
"APEXMOTOR","APX800YS","","","","","nhtsa-vpic"
"APM","APM","","","","","nhtsa-vpic"
"APOGEE","APOGEE","","","","","nhtsa-vpic"
"APOLLO TRAILER COMPANY","APOLLO TRAILER COMPANY","","","","","nhtsa-vpic"
"APPLEQUIST MANUFACTURING, INC.","APPLEQUIST MANUFACTURING, INC.","","","","","nhtsa-vpic"
"APRILIA","Atlantic 200","","","","","nhtsa-vpic"
"APRILIA","Atlantic 500","","","","","nhtsa-vpic"
"APRILIA","Caponord","","","","","nhtsa-vpic"
"APRILIA","Caponord 1200 ADD","","","","","nhtsa-vpic"
"APRILIA","Caponord 1200 RALLY","","","","","nhtsa-vpic"
"APRILIA","Dorsoduro","","","","","nhtsa-vpic"
"APRILIA","Dorsoduro 750","","","","","nhtsa-vpic"
"APRILIA","ETV 1000 Caponord","","","","","nhtsa-vpic"
"APRILIA","MANA 850","","","","","nhtsa-vpic"
"APRILIA","Mille SP","","","","","nhtsa-vpic"
"APRILIA","Mojito 150","","","","","nhtsa-vpic"
"APRILIA","Mojito 50","","","","","nhtsa-vpic"
"APRILIA","Pegaso 650","","","","","nhtsa-vpic"
"APRILIA","RS","","","","","nhtsa-vpic"
"APRILIA","RS 457","","","","","nhtsa-vpic"
"APRILIA","RS 660","","","","","nhtsa-vpic"
"APRILIA","RS250","","","","","nhtsa-vpic"
"APRILIA","RS50","","","","","nhtsa-vpic"
"APRILIA","RST Futura","","","","","nhtsa-vpic"
"APRILIA","RSV 1000","","","","","nhtsa-vpic"
"APRILIA","RSV 1000 R","","","","","nhtsa-vpic"
"APRILIA","RSV Mille","","","","","nhtsa-vpic"
"APRILIA","RSV Mille R","","","","","nhtsa-vpic"
"APRILIA","RSV4","","","","","nhtsa-vpic"
"APRILIA","RSV4 R","","","","","nhtsa-vpic"
"APRILIA","RXV 450","","","","","nhtsa-vpic"
"APRILIA","RXV 550","","","","","nhtsa-vpic"
"APRILIA","Rally 50","","","","","nhtsa-vpic"
"APRILIA","SL 1000","","","","","nhtsa-vpic"
"APRILIA","SR 50","","","","","nhtsa-vpic"
"APRILIA","SXV 450","","","","","nhtsa-vpic"
"APRILIA","SXV 550","","","","","nhtsa-vpic"
"APRILIA","Scarabeo 100","","","","","nhtsa-vpic"
"APRILIA","Scarabeo 150","","","","","nhtsa-vpic"
"APRILIA","Scarabeo 200","","","","","nhtsa-vpic"
"APRILIA","Scarabeo 250","","","","","nhtsa-vpic"
"APRILIA","Scarabeo 50","","","","","nhtsa-vpic"
"APRILIA","Scarabeo 500","","","","","nhtsa-vpic"
"APRILIA","Shiver","","","","","nhtsa-vpic"
"APRILIA","Shiver 750","","","","","nhtsa-vpic"
"APRILIA","Sport City 250","","","","","nhtsa-vpic"
"APRILIA","Sportcity","","","","","nhtsa-vpic"
"APRILIA","Sportcity One 125","","","","","nhtsa-vpic"
"APRILIA","Sportcity One 50","","","","","nhtsa-vpic"
"APRILIA","Tuareg","","","","","nhtsa-vpic"
"APRILIA","Tuareg 660","","","","","nhtsa-vpic"
"APRILIA","Tuono","","","","","nhtsa-vpic"
"APRILIA","Tuono 1000","","","","","nhtsa-vpic"
"APRILIA","Tuono 457","","","","","nhtsa-vpic"
"APRILIA","Tuono 660","","","","","nhtsa-vpic"
"APRILIA","Tuono V4","","","","","nhtsa-vpic"
"APRILIA","Tuono V4 1100 Factory","","","","","nhtsa-vpic"
"APRILIA","Tuono V4 1100 RR","","","","","nhtsa-vpic"
"APRILIA","Tuono V4 R","","","","","nhtsa-vpic"
"APS Systems","Bus","","","","","nhtsa-vpic"
"ARABIAN METAL INDUSTRIES LTD.","ARABIAN METAL INDUSTRIES LTD.","","","","","nhtsa-vpic"
"ARB","ARB","","","","","nhtsa-vpic"
"ARC","VECTOR","","","","","nhtsa-vpic"
"ARC LINE MANUFACTURING LLC","ARC LINE MANUFACTURING LLC","","","","","nhtsa-vpic"
"ARC Manufacturing","ARC Manufacturing","","","","","nhtsa-vpic"
"ARCANE TRAILERS","ARCANE TRAILERS","","","","","nhtsa-vpic"
"ARCAS TRAILER","ARCAS TRAILER","","","","","nhtsa-vpic"
"ARCHE OLIVE COMPANY LLC.","ARCHE OLIVE COMPANY LLC.","","","","","nhtsa-vpic"
"ARE - 1","ARE - 1","","","","","nhtsa-vpic"
"ARGO FAB, INC","ARGO FAB, INC","","","","","nhtsa-vpic"
"ARGO Trailers","ARGO Trailers","","","","","nhtsa-vpic"
"ARIEL ONE, INC","ARIEL ONE, INC","","","","","nhtsa-vpic"
"ARIIC","ADV150","","","","","nhtsa-vpic"
"ARIIC","ADV170","","","","","nhtsa-vpic"
"ARIIC","Actor","","","","","nhtsa-vpic"
"ARIIC","CTride","","","","","nhtsa-vpic"
"ARIIC","Clash","","","","","nhtsa-vpic"
"ARIIC","Draka","","","","","nhtsa-vpic"
"ARIIC","Eon 50","","","","","nhtsa-vpic"
"ARIIC","GW 50","","","","","nhtsa-vpic"
"ARIIC","Gemma50","","","","","nhtsa-vpic"
"ARIIC","JAX170","","","","","nhtsa-vpic"
"ARIIC","Julio 50","","","","","nhtsa-vpic"
"ARIIC","MIMI 50","","","","","nhtsa-vpic"
"ARIIC","New Jax","","","","","nhtsa-vpic"
"ARIIC","R2","","","","","nhtsa-vpic"
"ARIIC","Shdw200","","","","","nhtsa-vpic"
"ARIIC","TANK-150","","","","","nhtsa-vpic"
"ARIIC","TANK-170","","","","","nhtsa-vpic"
"ARIIC","Touch","","","","","nhtsa-vpic"
"ARIIC","Warrior200","","","","","nhtsa-vpic"
"ARION","Arion","","","","","nhtsa-vpic"
"ARISING INDUSTRIES, INC","ARISING INDUSTRIES, INC","","","","","nhtsa-vpic"
"ARIZONA WOODRIVER OUTFITTERS, LLC","ARIZONA WOODRIVER OUTFITTERS, LLC","","","","","nhtsa-vpic"
"ARKANSAS BOATS LLC","ARKANSAS BOATS LLC","","","","","nhtsa-vpic"
"ARKANSAS BOATS LLC","Bay Cat","","","","","nhtsa-vpic"
"ARKANSAS BOATS LLC","Caracal","","","","","nhtsa-vpic"
"ARKANSAS BOATS LLC","Eyra","","","","","nhtsa-vpic"
"ARKANSAS BOATS LLC","Jaguar","","","","","nhtsa-vpic"
"ARKANSAS BOATS LLC","Lynx","","","","","nhtsa-vpic"
"ARKANSAS BOATS LLC","Pantera Classic","","","","","nhtsa-vpic"
"ARKANSAS BOATS LLC","Pantera II","","","","","nhtsa-vpic"
"ARKANSAS BOATS LLC","Phelix","","","","","nhtsa-vpic"
"ARKANSAS BOATS LLC","Puma Cougar","","","","","nhtsa-vpic"
"ARKANSAS BOATS LLC","Sabre Margay","","","","","nhtsa-vpic"
"ARKANSAS BOATS LLC","Skiff Cat","","","","","nhtsa-vpic"
"ARKTO CAMPERS LTD.","ARKTO CAMPERS LTD.","","","","","nhtsa-vpic"
"ARMADILLO TRAILER MFG.","ARMADILLO TRAILER MFG.","","","","","nhtsa-vpic"
"ARMOR CARGO TRAILERS, LLC","ARMOR CARGO TRAILERS, LLC","","","","","nhtsa-vpic"
"ARMOR LITE","ARMOR LITE","","","","","nhtsa-vpic"
"ARMORTECK","ARMORTECK","","","","","nhtsa-vpic"
"ARMSTRONG TRAILER MANUFACTURING CO., INC.","ARMSTRONG TRAILER MANUFACTURING CO., INC.","","","","","nhtsa-vpic"
"ARO SA","ARO 244","","","","","nhtsa-vpic"
"ARROWHEAD","ARROWHEAD","","","","","nhtsa-vpic"
"ART","ART","","","","","nhtsa-vpic"
"ASA","ASA","","","","","nhtsa-vpic"
"ASC, INC.","ASC","","","","","nhtsa-vpic"
"ASE","ASE Trailers","","","","","nhtsa-vpic"
"ASF LoadMaster","American Steel Fabricators","","","","","nhtsa-vpic"
"ASHFORD MFG","Travel Park","","","","","nhtsa-vpic"
"ASHLEY'S WELDING AND METAL FABRICATION","ASHLEY'S WELDING AND METAL FABRICATION","","","","","nhtsa-vpic"
"ASI TRAILERS","ASI TRAILERS","","","","","nhtsa-vpic"
"ASPEN","ASPEN","","","","","nhtsa-vpic"
"ASPEN CUSTOM TRAILERS","ASPEN CUSTOM TRAILERS","","","","","nhtsa-vpic"
"ASPEN TRAILER INC.","ASPEN TRAILER INC.","","","","","nhtsa-vpic"
"ASTEC INDUSTRIES INC.","ASTEC INDUSTRIES INC.","","","","","nhtsa-vpic"
"ASTON METAL ART","ASTON METAL ART","","","","","nhtsa-vpic"
"ASTORIA INDUSTRIES, INC.","ASTORIA INDUSTRIES, INC.","","","","","nhtsa-vpic"
"ASTRA STAGES","ASTRA STAGES","","","","","nhtsa-vpic"
"ATC TRAILERS","ATC TRAILERS","","","","","nhtsa-vpic"
"ATF Mfg, LLC","ATF Mfg, LLC","","","","","nhtsa-vpic"
"ATG","ATG","","","","","nhtsa-vpic"
"ATK","110 Mini MX","","","","","nhtsa-vpic"
"ATK","125 Cross Country","","","","","nhtsa-vpic"
"ATK","125 Enduro","","","","","nhtsa-vpic"
"ATK","125 Mini","","","","","nhtsa-vpic"
"ATK","125 Mini MX","","","","","nhtsa-vpic"
"ATK","125 Trail Bike","","","","","nhtsa-vpic"
"ATK","125 cc","","","","","nhtsa-vpic"
"ATK","200 Enduro","","","","","nhtsa-vpic"
"ATK","200 Trail Bike","","","","","nhtsa-vpic"
"ATK","250 Cross Country","","","","","nhtsa-vpic"
"ATK","250 Enduro","","","","","nhtsa-vpic"
"ATK","250 Trail Bike","","","","","nhtsa-vpic"
"ATK","250 cc","","","","","nhtsa-vpic"
"ATK","260 Cross Country","","","","","nhtsa-vpic"
"ATK","260 Enduro","","","","","nhtsa-vpic"
"ATK","300 Enduro","","","","","nhtsa-vpic"
"ATK","350 Cross Country","","","","","nhtsa-vpic"
"ATK","350 Dual Sport","","","","","nhtsa-vpic"
"ATK","350 Enduro","","","","","nhtsa-vpic"
"ATK","350 Motocross","","","","","nhtsa-vpic"
"ATK","400 Cross Country","","","","","nhtsa-vpic"
"ATK","400 Enduro","","","","","nhtsa-vpic"
"ATK","400 Motocross","","","","","nhtsa-vpic"
"ATK","406 Cross Country","","","","","nhtsa-vpic"
"ATK","406 Motocross","","","","","nhtsa-vpic"
"ATK","450 ATV","","","","","nhtsa-vpic"
"ATK","450 Dual Sport","","","","","nhtsa-vpic"
"ATK","450 Enduro","","","","","nhtsa-vpic"
"ATK","450 MX","","","","","nhtsa-vpic"
"ATK","450 Motard","","","","","nhtsa-vpic"
"ATK","450 Motocross","","","","","nhtsa-vpic"
"ATK","450 Off Road","","","","","nhtsa-vpic"
"ATK","450 Supermotard","","","","","nhtsa-vpic"
"ATK","450 Supersingle","","","","","nhtsa-vpic"
"ATK","450 XC","","","","","nhtsa-vpic"
"ATK","490 Cross Country","","","","","nhtsa-vpic"
"ATK","490 Dual Sport","","","","","nhtsa-vpic"
"ATK","490 Enduro","","","","","nhtsa-vpic"
"ATK","50 MINI","","","","","nhtsa-vpic"
"ATK","50 Mini Cross Country","","","","","nhtsa-vpic"
"ATK","50 Mini Four-Wheeler","","","","","nhtsa-vpic"
"ATK","50 Mini MX","","","","","nhtsa-vpic"
"ATK","50 Mini MXR","","","","","nhtsa-vpic"
"ATK","50 Mini MXT","","","","","nhtsa-vpic"
"ATK","500 Dirt Tracker","","","","","nhtsa-vpic"
"ATK","500 Enduro","","","","","nhtsa-vpic"
"ATK","500 Motard","","","","","nhtsa-vpic"
"ATK","500 Supermotard","","","","","nhtsa-vpic"
"ATK","503 Cross Country","","","","","nhtsa-vpic"
"ATK","503 Enduro","","","","","nhtsa-vpic"
"ATK","503 Motocross","","","","","nhtsa-vpic"
"ATK","503 Super Motard","","","","","nhtsa-vpic"
"ATK","530 Super Motard","","","","","nhtsa-vpic"
"ATK","560 cc","","","","","nhtsa-vpic"
"ATK","600 Dirt Tracker","","","","","nhtsa-vpic"
"ATK","600 Motard","","","","","nhtsa-vpic"
"ATK","605 Cross Country","","","","","nhtsa-vpic"
"ATK","605 Dual Sport","","","","","nhtsa-vpic"
"ATK","605 Enduro","","","","","nhtsa-vpic"
"ATK","605 Law Enforcement","","","","","nhtsa-vpic"
"ATK","605 Motocross","","","","","nhtsa-vpic"
"ATK","700 Intimidator","","","","","nhtsa-vpic"
"ATK","80 Mini","","","","","nhtsa-vpic"
"ATK","880 UTV","","","","","nhtsa-vpic"
"ATK","90 Mini Four-Wheeler","","","","","nhtsa-vpic"
"ATK","90 Mini MXT","","","","","nhtsa-vpic"
"ATK","950 Adventurer","","","","","nhtsa-vpic"
"ATK","950 Dirt Tracker","","","","","nhtsa-vpic"
"ATK","950 Highlander","","","","","nhtsa-vpic"
"ATK","GT250 Street","","","","","nhtsa-vpic"
"ATK","GT250R Sport","","","","","nhtsa-vpic"
"ATK","GT650 Street","","","","","nhtsa-vpic"
"ATK","GT650R Sport","","","","","nhtsa-vpic"
"ATK","GV250 Cruiser","","","","","nhtsa-vpic"
"ATK","GV650 Cruiser","","","","","nhtsa-vpic"
"ATK","MX450","","","","","nhtsa-vpic"
"ATK","UT 880","","","","","nhtsa-vpic"
"ATK","VR 450","","","","","nhtsa-vpic"
"ATL 20-40S","ATL 20-40S","","","","","nhtsa-vpic"
"ATLANT","EB","","","","","nhtsa-vpic"
"ATLANT","EM","","","","","nhtsa-vpic"
"ATLANT","ES","","","","","nhtsa-vpic"
"ATLANTIC TRAILERS","ATLANTIC TRAILERS","","","","","nhtsa-vpic"
"ATLAS","Atlas","","","","","nhtsa-vpic"
"ATLAS","HARLEY","","","","","nhtsa-vpic"
"ATLAS Lift Trailers, Inc.","ATLAS Lift Trailers, Inc.","","","","","nhtsa-vpic"
"ATR","ATR","","","","","nhtsa-vpic"
"ATRO","ATRO","","","","","nhtsa-vpic"
"ATSATV","ATSATV Trailer","","","","","nhtsa-vpic"
"ATT R&D","Always","","","","","nhtsa-vpic"
"ATT R&D","Invita","","","","","nhtsa-vpic"
"ATT R&D","Parade","","","","","nhtsa-vpic"
"ATTITUDE CUSTOM CYCLES, INC.","ATTITUDE CUSTOM CYCLES, INC.","","","","","nhtsa-vpic"
"ATWOOD TRAILERS","ATWOOD TRAILERS","","","","","nhtsa-vpic"
"AUSRV Inc.","AUSRV Inc.","","","","","nhtsa-vpic"
"AUSTIN ELECTRIC","AUSTIN ELECTRIC","","","","","nhtsa-vpic"
"AUSTRALIAN ENTERPRISE GROUP PTY LTD","AUSTRALIAN ENTERPRISE GROUP PTY LTD","","","","","nhtsa-vpic"
"AUSTRALIAN OFF ROAD","AUSTRALIAN OFF ROAD","","","","","nhtsa-vpic"
"AUTO-MANIA","AUTO-MANIA","","","","","nhtsa-vpic"
"AUTOCYCLE LLC","Litestart","","","","","nhtsa-vpic"
"AUTOMOBILI PININFARINA","Battista","","","","","nhtsa-vpic"
"AUTUMNCREST ENTERPRISES LLC","AUTUMNCREST ENTERPRISES LLC","","","","","nhtsa-vpic"
"AUWAERTER-ANHAENGER UND AUFBAUTEN GMBH & CO. KG","AUWAERTER-ANHAENGER UND AUFBAUTEN GMBH & CO. KG","","","","","nhtsa-vpic"
"AVI","AVI","","","","","nhtsa-vpic"
"AW Custom Trailer’s LLC","AW Custom Trailer’s LLC","","","","","nhtsa-vpic"
"AWC","AWC","","","","","nhtsa-vpic"
"AWS TRAILERS","AWS Trailers","","","","","nhtsa-vpic"
"AXIS","Axis","","","","","nhtsa-vpic"
"AYRO","AYRO","","","","","nhtsa-vpic"
"AZIMUTH INC.","AZIMUTH INC.","","","","","nhtsa-vpic"
"AZLand","AZLand","","","","","nhtsa-vpic"
"Aapex Trailers Inc","Aapex Trailers Inc","","","","","nhtsa-vpic"
"Abba Trailers LLC","Abba Trailers LLC","","","","","nhtsa-vpic"
"Aberdeen Power Group","Aberdeen Power Group","","","","","nhtsa-vpic"
"Ability Metals","Ability Metals","","","","","nhtsa-vpic"
"Able Industries","Able Industries","","","","","nhtsa-vpic"
"Absolute Concepts","Absolute Concepts","","","","","nhtsa-vpic"
"Absolute Performance","Absolute Performance","","","","","nhtsa-vpic"
"Absolute Trailer Sales","Absolute Trailer Sales","","","","","nhtsa-vpic"
"Absolutely Wild Ranch","Absolutely Wild Ranch","","","","","nhtsa-vpic"
"Abtec of Wisconsin, Inc.","Abtec of Wisconsin, Inc.","","","","","nhtsa-vpic"
"Academi Training Center","Academi Training Center","","","","","nhtsa-vpic"
"Accel Trailers Inc.","Accel Trailers Inc.","","","","","nhtsa-vpic"
"Accelerate","Accelerate","","","","","nhtsa-vpic"
"Accelerated Media Technologies","Accelerated Media Technologies","","","","","nhtsa-vpic"
"Accelerated Speed Dynamics, Inc","Accelerated Speed Dynamics, Inc","","","","","nhtsa-vpic"
"Accelerated Tanks and Trailers","Accelerated Tanks and Trailers","","","","","nhtsa-vpic"
"Accu-Weld Truck Body & Trailer Inc","Accu-Weld Truck Body & Trailer Inc","","","","","nhtsa-vpic"
"Ace","Ace","","","","","nhtsa-vpic"
"Ace Custom Trailers","Ace Custom Trailers","","","","","nhtsa-vpic"
"Ace Mfg","Ace Mfg","","","","","nhtsa-vpic"
"Ace Motorcycle","Ace Motorcycle","","","","","nhtsa-vpic"
"Ace Trailers","Ace Trailers","","","","","nhtsa-vpic"
"Ace of Spades","Ace of Spades","","","","","nhtsa-vpic"
"Acha Trailers","Acha Trailers","","","","","nhtsa-vpic"
"Acker-Built","Acker-Built","","","","","nhtsa-vpic"
"Acme Group","Acme Group","","","","","nhtsa-vpic"
"Acme Trailer Works","Acme Trailer Works","","","","","nhtsa-vpic"
"Acro Trailer Company","Acro Trailer Company","","","","","nhtsa-vpic"
"Action Enterprises & Fabrication","Action Enterprises & Fabrication","","","","","nhtsa-vpic"
"Action Equipment","Action Equipment","","","","","nhtsa-vpic"
"Action Industrial Studio","Action Industrial Studio","","","","","nhtsa-vpic"
"Action Signs and Billboards","Action Signs and Billboards","","","","","nhtsa-vpic"
"Action Trailers","Action Trailers","","","","","nhtsa-vpic"
"Activity Trailer","Activity Trailer","","","","","nhtsa-vpic"
"Activmo Auto","Activmo Auto","","","","","nhtsa-vpic"
"Acura","ADX","","","","","nhtsa-vpic"
"Acura","CL","","","","","nhtsa-vpic"
"Acura","ILX","","","","","nhtsa-vpic"
"Acura","Integra","","","","","nhtsa-vpic"
"Acura","Legend","","","","","nhtsa-vpic"
"Acura","MDX","","","","","nhtsa-vpic"
"Acura","NSX","","","","","nhtsa-vpic"
"Acura","RDX","","","","","nhtsa-vpic"
"Acura","RL","","","","","nhtsa-vpic"
"Acura","RLX","","","","","nhtsa-vpic"
"Acura","RSX","","","","","nhtsa-vpic"
"Acura","SLX","","","","","nhtsa-vpic"
"Acura","TL","","","","","nhtsa-vpic"
"Acura","TLX","","","","","nhtsa-vpic"
"Acura","TSX","","","","","nhtsa-vpic"
"Acura","Vigor","","","","","nhtsa-vpic"
